Date,Symbol,Open,High,Low,Close,Volume
22-10-2008,TCS,555,555,511.1,546.65,1505167
23-10-2008,TCS,524.65,588,501.25,547.3,2625254
24-10-2008,TCS,503.7,536.4,440,498.85,2119984
27-10-2008,TCS,481,518,415.35,496.75,2243144
28-10-2008,TCS,511.1,549.9,510,540.25,166428
29-10-2008,TCS,562,575,530.25,540.8,2738893
31-10-2008,TCS,569,595,529.75,537.5,2593995
03-11-2008,TCS,559.95,583,527.05,547.4,1883005
04-11-2008,TCS,596.6,596.6,490,508.5,2355635
05-11-2008,TCS,515,548.9,500,506.4,2308291
06-11-2008,TCS,528.5,528.5,482.1,500.2,1965479
07-11-2008,TCS,500,535,485.75,525.15,1469430
10-11-2008,TCS,549.9,552.5,515.05,546.45,1024754
11-11-2008,TCS,542,547.75,520,528.85,1624694
12-11-2008,TCS,528.85,554.45,515.05,534.9,1935511
14-11-2008,TCS,545,548.5,523.5,530.85,1654366
17-11-2008,TCS,529,537,505.5,519,2022743
18-11-2008,TCS,520,520,480,483.15,2438788
19-11-2008,TCS,490,496,471.7,482.65,2043772
20-11-2008,TCS,480,480,460,469.25,1254112
21-11-2008,TCS,469.7,517,460,506.45,1711423
24-11-2008,TCS,504,531.65,490.25,519.9,2092639
25-11-2008,TCS,519.1,539.95,500.05,504,1443505
26-11-2008,TCS,503.25,530,497.15,527.45,1533889
28-11-2008,TCS,518,568,518,559.4,3034516
01-12-2008,TCS,559.4,593.75,556.35,564.15,2989676
02-12-2008,TCS,570,570,523.05,532.85,1664702
03-12-2008,TCS,536.35,551.7,521.6,534.8,2499498
04-12-2008,TCS,535,553.7,503.35,549.4,2064127
05-12-2008,TCS,538.4,545.3,518.25,521.8,1776362
08-12-2008,TCS,535,546.25,512.4,522.25,1905351
10-12-2008,TCS,549.8,556.8,529.5,541.05,2022095
11-12-2008,TCS,549.7,549.7,502,507.65,1825063
12-12-2008,TCS,509.95,509.95,475.25,481.3,1780259
15-12-2008,TCS,502,502,467.25,469.65,1499429
16-12-2008,TCS,470,484.9,465,479.35,1461967
17-12-2008,TCS,485.35,492,472,477.3,1619017
18-12-2008,TCS,474.9,514.1,472,510.5,1430984
19-12-2008,TCS,503,534,494.1,513.55,1235997
22-12-2008,TCS,519.5,519.5,503.4,510.55,1026713
23-12-2008,TCS,495.2,511.6,492.25,500.6,891780
24-12-2008,TCS,496.7,504.75,472.25,478.15,2287109
26-12-2008,TCS,465.2,495,465.2,471.65,788641
29-12-2008,TCS,476,479.5,460,476.8,1218902
30-12-2008,TCS,485,493.5,470,482.55,880632
31-12-2008,TCS,492.3,492.3,472.25,477.9,635924
01-01-2009,TCS,480,498.85,477.15,496.85,609108
02-01-2009,TCS,497.05,508.7,494.15,498.3,1343935
05-01-2009,TCS,502,523,498,515.25,1207444
06-01-2009,TCS,515,522,498.25,506.4,1479748
07-01-2009,TCS,519,519.8,464.6,504.8,2253457
09-01-2009,TCS,499.9,549.8,485,536.95,3554995
12-01-2009,TCS,511.65,530,505.1,512.55,1898854
13-01-2009,TCS,499.6,537,488.2,525.65,3339952
14-01-2009,TCS,528,557.6,528,538.95,1489726
15-01-2009,TCS,520,523,498.35,510.45,1792881
16-01-2009,TCS,508.7,519,486.5,503,2447519
19-01-2009,TCS,517.9,517.9,487.3,500.75,1717094
20-01-2009,TCS,494.7,507.9,490,496.45,1158799
21-01-2009,TCS,491,501,485,492.3,917465
22-01-2009,TCS,495,504.05,483.15,496.6,1212034
23-01-2009,TCS,490.1,498.9,483.3,486.15,757805
27-01-2009,TCS,491,515,491,499.1,1310989
28-01-2009,TCS,475.2,510,475.2,507.45,1197349
29-01-2009,TCS,512.05,518,496.1,509.4,2504259
30-01-2009,TCS,505,515,498.3,511.6,2176881
02-02-2009,TCS,508.8,508.8,487.15,491.3,808673
03-02-2009,TCS,493,509.8,493,499.85,952140
04-02-2009,TCS,503,512.9,493,498.65,621189
05-02-2009,TCS,500,502.6,478.25,482.9,1085387
06-02-2009,TCS,490,507.9,487,502.8,1710097
09-02-2009,TCS,500,523.65,496.65,515,1148806
10-02-2009,TCS,517,528,511,524.6,1697693
11-02-2009,TCS,518,523,512,514.75,1125683
12-02-2009,TCS,512,515.7,504.1,509.9,711093
13-02-2009,TCS,510,520,507,511.2,814302
16-02-2009,TCS,507.6,514.95,498,500.75,625499
17-02-2009,TCS,496,499.8,480,485.25,737597
18-02-2009,TCS,481.35,490.9,477,480.75,657353
19-02-2009,TCS,482,492.8,479,489.5,869268
20-02-2009,TCS,486.5,487.5,464.3,474.05,1192847
24-02-2009,TCS,470,475.7,460.5,468.9,1123883
25-02-2009,TCS,470,484.8,470,480.75,1379482
26-02-2009,TCS,481,490.6,477,482.2,2202072
27-02-2009,TCS,482,489,455.25,483.1,1687537
02-03-2009,TCS,474.1,482,454.8,459.85,997236
03-03-2009,TCS,452,466,439.35,446.2,890224
04-03-2009,TCS,448,464.45,446.2,460.55,814575
05-03-2009,TCS,464.95,470.9,458,463.2,1071124
06-03-2009,TCS,460,484.85,457.65,481.7,1451401
09-03-2009,TCS,471.1,480,459,463,1133796
12-03-2009,TCS,461.65,485,461.65,477.4,2154364
13-03-2009,TCS,473.35,510,473.35,506.85,2549925
16-03-2009,TCS,510,522.8,502.4,519.8,1168224
17-03-2009,TCS,515,518,493.05,497.55,1736543
18-03-2009,TCS,500,514.5,500,505.15,1603450
19-03-2009,TCS,505.5,518,501.6,514.95,1845646
20-03-2009,TCS,528.9,528.9,505.5,509.8,1034845
23-03-2009,TCS,524.5,529.6,511,519.65,1146828
24-03-2009,TCS,522.2,532.5,512.2,521.65,1670386
25-03-2009,TCS,503.65,529.9,503.65,526,957904
26-03-2009,TCS,512.65,577.95,512.65,558.45,3807582
27-03-2009,TCS,536.65,585,536.65,574.85,1769856
30-03-2009,TCS,533.75,570,518,523.25,1287047
31-03-2009,TCS,525,543.9,525,538.55,1194418
01-04-2009,TCS,536,553.8,520.5,544.5,1681142
02-04-2009,TCS,545.65,587,545.65,578.75,2125941
06-04-2009,TCS,584.8,594,575.7,579.55,1353645
08-04-2009,TCS,585.1,613.7,561,604.15,2548378
09-04-2009,TCS,612,619.9,594.25,602.55,1646681
13-04-2009,TCS,604.5,609,575.2,592.25,1030252
15-04-2009,TCS,551.55,581.8,550.05,577.7,2441809
16-04-2009,TCS,580,589,567.2,572.05,2217241
17-04-2009,TCS,576.8,599.5,565.1,573.1,1666006
20-04-2009,TCS,552.75,581.8,552.75,561.4,1332550
21-04-2009,TCS,579.6,588.5,545,550.75,2872245
22-04-2009,TCS,560,564.6,537.15,542.95,1646231
23-04-2009,TCS,549.5,572.85,545.2,568.1,1843428
24-04-2009,TCS,559.95,587,559.95,583.9,1344381
27-04-2009,TCS,583.85,608.8,572.5,601.9,2035281
28-04-2009,TCS,599.1,607.85,576.35,598.5,2097173
29-04-2009,TCS,602,629,602,623.6,2632823
04-05-2009,TCS,631,699.6,630.15,666.4,2785734
05-05-2009,TCS,669,674.95,636.1,651,2205579
06-05-2009,TCS,638.25,649.7,615,635.35,13130524
07-05-2009,TCS,636,645,619.3,631.7,1934716
08-05-2009,TCS,628,642,618.5,630.95,2250438
11-05-2009,TCS,638.5,639.65,609,615.25,1324653
12-05-2009,TCS,610,645.8,610,641.1,2371863
13-05-2009,TCS,642,644.9,615,621.7,1831200
14-05-2009,TCS,618,627,605.3,619.8,2360794
15-05-2009,TCS,624,654.85,624,644.05,2735618
18-05-2009,TCS,766.6,791.6,695,743.85,18345
19-05-2009,TCS,750,750,655.6,669.75,3253894
20-05-2009,TCS,670,701.95,663,676.65,2126916
21-05-2009,TCS,670,685,644,647.45,1114831
22-05-2009,TCS,630,645,630,634.05,1465364
25-05-2009,TCS,636,644,622.65,631.35,1418411
26-05-2009,TCS,634.95,639.65,620.5,624.45,1514725
27-05-2009,TCS,630.8,652,630.8,648.55,2305717
28-05-2009,TCS,623.4,673.9,623.4,663.2,4215919
29-05-2009,TCS,668.75,710,652.65,704.6,3467806
01-06-2009,TCS,673.35,709.85,673.35,697.65,1976451
02-06-2009,TCS,700,710,690,694.75,1029543
03-06-2009,TCS,690,704.75,683.1,696.85,978736
04-06-2009,TCS,687,709,686.35,707.2,1755176
05-06-2009,TCS,709,728.7,696.35,721.35,3305033
08-06-2009,TCS,724.7,749.75,720,742.1,2316956
09-06-2009,TCS,731.1,795,731.1,782.15,2422677
10-06-2009,TCS,785,805,767.25,781.8,2345949
11-06-2009,TCS,788,792.45,770,775.1,970800
12-06-2009,TCS,785,794.8,761.2,764.55,1589665
15-06-2009,TCS,764.7,785,755,778,1648967
16-06-2009,TCS,383.3,393.5,371.2,389.15,2172003
17-06-2009,TCS,392,395,375,378.75,1870784
18-06-2009,TCS,378,393,372.05,376.4,2376554
19-06-2009,TCS,377,392,375,379.8,3863866
22-06-2009,TCS,384.4,387.8,368,369.65,2053104
23-06-2009,TCS,360,377.75,358,366.65,2567847
24-06-2009,TCS,372.95,388.5,360.2,381.75,3651977
25-06-2009,TCS,382,392,370.3,380.5,4847331
26-06-2009,TCS,382.5,404.4,376.55,397.4,3049850
29-06-2009,TCS,399.85,402,383.35,386.2,2372603
30-06-2009,TCS,387.5,398,383.15,389.85,2961974
01-07-2009,TCS,387.1,395,382.45,392.95,1842369
02-07-2009,TCS,390,395.3,381.2,390,1857714
03-07-2009,TCS,385,392.4,385,390.95,1459922
06-07-2009,TCS,397,398.45,378.35,380.7,2244458
07-07-2009,TCS,384,393.25,380,389.15,1902284
08-07-2009,TCS,388.7,388.9,368.25,381.15,3347383
09-07-2009,TCS,382.1,391.1,371,388.15,1982404
10-07-2009,TCS,391,401.45,390,395.15,3734374
13-07-2009,TCS,390,401,388.25,397.5,2559916
14-07-2009,TCS,405,411.1,400.4,406.95,2232068
15-07-2009,TCS,410.9,427.3,410,423.15,2235047
16-07-2009,TCS,428,434.8,413.2,419.8,3798438
17-07-2009,TCS,421.4,445.75,421,434.1,4547478
20-07-2009,TCS,445,514.9,445,500.55,17269768
21-07-2009,TCS,503,513.15,474.05,477.6,6502910
22-07-2009,TCS,483.7,485,452.3,466.3,5337345
23-07-2009,TCS,471,482.9,470,475.65,3831339
24-07-2009,TCS,490,490,476,482,3954661
27-07-2009,TCS,482,488.95,477.1,480.3,2326169
28-07-2009,TCS,484.35,484.95,471.3,480.65,3167492
29-07-2009,TCS,480,504.7,475,499.8,5536075
30-07-2009,TCS,505.25,545,490.25,533.1,7836241
31-07-2009,TCS,539,540,521.4,525.95,2817483
03-08-2009,TCS,530,534.85,521.1,531.65,1760274
04-08-2009,TCS,520.5,541.2,520.5,530.15,2740646
05-08-2009,TCS,529.5,536.95,507.55,529,3212005
06-08-2009,TCS,529,534.4,514.2,517.4,2089374
07-08-2009,TCS,516.6,521.95,506.1,509.1,2276333
10-08-2009,TCS,515.15,551.75,514,539.05,5311988
11-08-2009,TCS,537.5,558,534.1,541.9,4421740
12-08-2009,TCS,535,536,511,519.65,5663268
13-08-2009,TCS,534.4,534.4,519.6,526.75,5016964
14-08-2009,TCS,530,530,518,521.5,2575907
17-08-2009,TCS,516.8,517.5,505.25,510.15,2981410
18-08-2009,TCS,505,514.85,499.5,508.85,4074922
19-08-2009,TCS,512.8,514.7,494,498.05,2801685
20-08-2009,TCS,504.9,508.4,498.1,501,1830480
21-08-2009,TCS,502,512.5,495,509.25,3464511
24-08-2009,TCS,515.95,525.85,513.55,521.55,2103602
25-08-2009,TCS,518,531,514.1,528.3,2764649
26-08-2009,TCS,526.7,555,526.55,548.5,4426312
27-08-2009,TCS,550,566,541,547.75,5115464
28-08-2009,TCS,545.75,550,531.1,540.8,2281568
31-08-2009,TCS,531,533.8,521.3,527.05,3585176
01-09-2009,TCS,535,536.35,519.1,526.9,4931097
02-09-2009,TCS,521,542.9,521,534.6,4080709
03-09-2009,TCS,539.9,544.4,530.45,533.65,3898372
04-09-2009,TCS,540,544,527.2,531.9,3131723
07-09-2009,TCS,535.8,553.55,533.6,550.95,2962860
08-09-2009,TCS,551.9,570.5,549.65,554.65,4946021
09-09-2009,TCS,556,564.8,543.15,560.45,3766093
10-09-2009,TCS,564,569,552.05,556.55,2449457
11-09-2009,TCS,561,569,555.5,560.35,4565148
14-09-2009,TCS,533.65,563.9,533.65,559.1,1600486
15-09-2009,TCS,564,575.7,562,571.9,2154093
16-09-2009,TCS,579,579.95,565.2,570.5,2908261
17-09-2009,TCS,575,588,573,582.95,2641610
18-09-2009,TCS,585,590,579,584,1962674
22-09-2009,TCS,589.95,606,582.25,602.65,1881640
23-09-2009,TCS,608,611.65,587.25,590.9,2261205
24-09-2009,TCS,588,609.3,582,602.55,3401674
25-09-2009,TCS,555,598,555,587.4,1534103
29-09-2009,TCS,594.95,614.45,591,610.4,3573062
30-09-2009,TCS,614.95,622.8,612.2,621,2186712
01-10-2009,TCS,618,649.9,615.05,629.85,2843472
05-10-2009,TCS,618.7,639,611,615.3,3129798
06-10-2009,TCS,624.95,628.4,605,614.2,3724027
07-10-2009,TCS,618.9,618.9,588.65,591.7,5037986
08-10-2009,TCS,595,598.75,568.5,571.4,5081086
09-10-2009,TCS,575.05,590.4,556.65,561.75,5016239
12-10-2009,TCS,567,584.25,563.55,579.85,2587110
14-10-2009,TCS,584.95,598,580.7,592.95,1989790
15-10-2009,TCS,594,597.9,575,581.8,2116190
16-10-2009,TCS,566,604.4,566,598.3,3594971
17-10-2009,TCS,648.7,648.7,605,608.8,1158132
20-10-2009,TCS,614,625.8,612.05,621.05,3920292
21-10-2009,TCS,620,639.4,618,632.8,2865819
22-10-2009,TCS,632,643.95,615.35,625.85,2146462
23-10-2009,TCS,630.1,645.9,629.6,639.8,3747230
26-10-2009,TCS,643,657.65,635,644.55,2035873
27-10-2009,TCS,657.9,657.9,634.55,642.75,1970440
28-10-2009,TCS,642.4,648.9,635,642.85,1791157
29-10-2009,TCS,636,645.5,631.2,634.05,2441356
30-10-2009,TCS,642,648.75,620,628.3,1438062
03-11-2009,TCS,636,636,601,606.05,1384144
04-11-2009,TCS,611.1,628,610,625.7,2277899
05-11-2009,TCS,630,630,605.6,624.5,1365651
06-11-2009,TCS,620,634.95,613.65,622.15,2089742
09-11-2009,TCS,625,628,615,622.75,1716043
10-11-2009,TCS,626,629,620,626.65,2305203
11-11-2009,TCS,627.05,647,618.5,645.25,2024706
12-11-2009,TCS,645,661.5,643.55,655.35,2363883
13-11-2009,TCS,654.95,674.9,647.55,670.15,2298948
16-11-2009,TCS,670,677,660,665.75,1761904
17-11-2009,TCS,668,692.9,659.3,690.45,2672165
18-11-2009,TCS,691,705.7,683.5,686.9,2791457
19-11-2009,TCS,689.9,692.4,669.5,679.9,1732332
20-11-2009,TCS,678,696,670.1,693.15,1400387
23-11-2009,TCS,695,700,686,694.1,1271737
24-11-2009,TCS,704,704,682,699.05,1360936
25-11-2009,TCS,699.05,711.65,692,702.8,1946627
26-11-2009,TCS,704.95,707.35,685,687.9,2204559
27-11-2009,TCS,676.55,686.4,655,670.45,1884529
30-11-2009,TCS,674,692.95,674,688.4,1941444
01-12-2009,TCS,703.4,703.4,680.25,685.75,1614982
02-12-2009,TCS,694.95,694.95,677.05,684.3,1080977
03-12-2009,TCS,687.75,695.9,679.25,690.05,1489353
04-12-2009,TCS,681,701,681,695.2,1966704
07-12-2009,TCS,698,705.9,695,699.4,1103826
08-12-2009,TCS,699.85,700.85,690.25,698.3,2113086
09-12-2009,TCS,698,710.9,693.2,706.7,2354424
10-12-2009,TCS,705,710,701.95,705.65,829742
11-12-2009,TCS,707.15,714.4,700,706.1,1344156
14-12-2009,TCS,701,711.95,700.85,705.1,1504421
15-12-2009,TCS,708,712,697.2,700.95,1043576
16-12-2009,TCS,701.7,717.75,695,713.15,1782689
17-12-2009,TCS,718,728,715,722.75,1891151
18-12-2009,TCS,722.75,731.5,719.55,727.5,1397645
21-12-2009,TCS,730.1,749,726.5,734.05,4663497
22-12-2009,TCS,740,742.5,719.2,724.05,1594571
23-12-2009,TCS,728.45,749.5,725.55,746.55,2235343
24-12-2009,TCS,750,757,741.05,749.3,1528843
29-12-2009,TCS,750,751.8,736.65,741.4,1128139
30-12-2009,TCS,742,748.75,715.25,742.75,736055
31-12-2009,TCS,746.25,755,743.8,750.25,1426731
04-01-2010,TCS,754.8,758.9,749.05,751.65,981841
05-01-2010,TCS,755,759.55,746.55,751.85,1007244
06-01-2010,TCS,751.85,752.2,733,734.85,1674588
07-01-2010,TCS,735.5,739.4,711,714.4,3237446
08-01-2010,TCS,716,718.5,696.5,699.8,3024089
11-01-2010,TCS,704,720.1,700.4,714.2,2159204
12-01-2010,TCS,732,754,727,750.05,4513845
13-01-2010,TCS,745,796.4,744.65,788.55,5455136
14-01-2010,TCS,798.45,798.45,769.35,779.85,5163807
15-01-2010,TCS,796,799.6,772.25,791.4,3972504
18-01-2010,TCS,800,829,793,802.2,3630542
19-01-2010,TCS,802.2,802.2,778.65,780.7,2577425
20-01-2010,TCS,792.2,792.2,770.9,779.4,2173527
21-01-2010,TCS,772.25,791.95,767.9,770.65,2544752
22-01-2010,TCS,761,765,744.7,757.85,3787495
25-01-2010,TCS,757.5,765.5,741.15,756.2,1504143
27-01-2010,TCS,750,759.7,740.15,743.3,2422199
28-01-2010,TCS,749.5,757.95,727.7,741.75,3268598
29-01-2010,TCS,734,739.8,712.15,736.2,2736663
01-02-2010,TCS,734.35,762.8,720,746.15,1689006
02-02-2010,TCS,755,762.65,735,738.4,2369594
03-02-2010,TCS,744,756.9,735.5,752.95,1488838
04-02-2010,TCS,752.95,753.9,732.5,738.7,1358306
05-02-2010,TCS,735,735,716.6,723.5,2303559
06-02-2010,TCS,728,732.5,721.15,729.7,79487
08-02-2010,TCS,729,734.75,708.15,724.15,2085172
09-02-2010,TCS,725,741.95,721.05,735.15,1502947
10-02-2010,TCS,739.9,743.7,728.1,732.3,1168687
11-02-2010,TCS,737.95,747.95,735,742.7,1206578
15-02-2010,TCS,750,750,738.55,746.15,978241
16-02-2010,TCS,747.25,764.95,742.2,758.15,830245
17-02-2010,TCS,764.9,767.95,752.55,758.65,1264145
18-02-2010,TCS,760,766.95,755.5,758.8,907403
19-02-2010,TCS,754.9,759.5,745.8,750.55,1107940
22-02-2010,TCS,757,763.7,753.8,757.25,1071730
23-02-2010,TCS,759,765,751.25,762.1,926526
24-02-2010,TCS,756,770.7,752.1,765.35,2038029
25-02-2010,TCS,769.8,769.8,761.25,766.25,1336492
26-02-2010,TCS,767.1,778.55,746.15,761.8,1507967
02-03-2010,TCS,762,769,755,763.2,2026676
03-03-2010,TCS,769,774,764.15,768.75,1377371
04-03-2010,TCS,768,770,757,763.9,1026803
05-03-2010,TCS,765,766.95,760.15,762.6,643656
08-03-2010,TCS,767.6,770,760.3,762.7,1507870
09-03-2010,TCS,763,778.5,763,768.7,1728866
10-03-2010,TCS,763.7,784.45,760,780.05,2293937
11-03-2010,TCS,780.05,794.9,771.95,791.6,1607015
12-03-2010,TCS,800,800,792,796.95,1255488
15-03-2010,TCS,796.95,820,791.15,818,3027217
16-03-2010,TCS,821.5,831.95,815.8,829,1544428
17-03-2010,TCS,834,845.9,830,840.7,2087397
18-03-2010,TCS,845,845,820.5,825.85,1862277
19-03-2010,TCS,805.25,834.45,805.25,820.9,2358312
22-03-2010,TCS,814.9,833.8,806.15,827.6,1655055
23-03-2010,TCS,830,833,822.1,828.65,847482
25-03-2010,TCS,824.1,836.8,818,829.8,2758791
26-03-2010,TCS,830,836,822.3,825.05,998903
29-03-2010,TCS,824,829.3,808.55,811.95,1721633
30-03-2010,TCS,808.6,816.1,797.15,800,1548580
31-03-2010,TCS,800,807.25,777.3,780.65,3541523
01-04-2010,TCS,786.35,809.8,782.1,807.8,2890716
05-04-2010,TCS,817,817,799.25,803.35,1500918
06-04-2010,TCS,808.9,808.9,792.15,796.05,1851183
07-04-2010,TCS,790,809,781.15,798.05,1512279
08-04-2010,TCS,796,807.5,790,799.45,2247219
09-04-2010,TCS,802,807.9,788.25,791.6,1509006
12-04-2010,TCS,791,800,790.1,798.1,1434941
13-04-2010,TCS,800,823.8,787.25,820.85,4202458
15-04-2010,TCS,822,834.9,819.05,821.7,2145476
16-04-2010,TCS,819,828,811.85,815.1,1905479
19-04-2010,TCS,810,825,800.75,811.95,3473852
20-04-2010,TCS,825,832.65,787,789.5,6008493
21-04-2010,TCS,795,799,780.25,785,3553745
22-04-2010,TCS,789.1,793.65,781,785.95,2375558
23-04-2010,TCS,788.05,792,777.5,780.2,2153034
26-04-2010,TCS,786,791,780.2,785.1,1256274
27-04-2010,TCS,785.95,789.9,781.05,787.3,1310617
28-04-2010,TCS,780,783.95,765,770.3,1200191
29-04-2010,TCS,775.1,775.25,755.6,759.75,2311482
30-04-2010,TCS,765,772.8,762.55,765.4,1845112
03-05-2010,TCS,761.25,771.4,754.1,766.8,1208280
04-05-2010,TCS,774.85,774.85,756.8,761,1448014
05-05-2010,TCS,750,768,740.15,765.75,2185615
06-05-2010,TCS,767.95,770.9,759.2,767.1,1290436
07-05-2010,TCS,757,762.6,735,741.4,2133576
10-05-2010,TCS,760,843,745,770.25,1163907
11-05-2010,TCS,775,779,753.9,756.3,675644
12-05-2010,TCS,757,767.95,751.1,759.45,1370038
13-05-2010,TCS,765.1,773.2,761.45,765.6,660726
14-05-2010,TCS,766,777,755,763.85,1013498
17-05-2010,TCS,774.95,774.95,734.1,745.75,1861025
18-05-2010,TCS,746,746,726.3,735.1,1599590
19-05-2010,TCS,730,733,716.3,721.5,1964633
20-05-2010,TCS,729,732.3,716.15,730,1199046
21-05-2010,TCS,710,725.9,685.25,718.7,1337546
24-05-2010,TCS,725,730,712.7,717.6,1442714
25-05-2010,TCS,708,714,691.55,699.55,1148683
26-05-2010,TCS,708,744.8,704.1,738,1844732
27-05-2010,TCS,735,749.95,727.2,741.85,3441936
28-05-2010,TCS,749.8,753.5,735.5,750.8,1239687
31-05-2010,TCS,748.5,752.9,738,743.05,1663830
01-06-2010,TCS,743.05,751.95,734.7,739.2,1568456
02-06-2010,TCS,737.8,759.5,736.3,754.25,1384665
03-06-2010,TCS,760,769,745.1,765.45,842217
04-06-2010,TCS,765.45,769.7,755.2,765.35,684105
07-06-2010,TCS,749.9,757.8,736,753.25,867461
08-06-2010,TCS,754,762,747,750.2,1121111
09-06-2010,TCS,752,758.55,731,733.05,2433700
10-06-2010,TCS,730,753,730,750.5,898018
11-06-2010,TCS,761.8,763.3,751,759.1,1618512
14-06-2010,TCS,763.35,787.1,758,781,1775246
15-06-2010,TCS,756.65,777.7,756.65,766.1,1321488
16-06-2010,TCS,777.1,779.95,767.3,774.8,1164408
17-06-2010,TCS,777,784.8,763.7,775.3,764460
18-06-2010,TCS,775.3,788.9,772.25,783.2,1112836
21-06-2010,TCS,792.9,794,784.6,787.7,953714
22-06-2010,TCS,785,786.5,773.3,778.65,734162
23-06-2010,TCS,770,788.95,769.85,786.3,1479762
24-06-2010,TCS,786.3,788.5,767.7,773.45,1888755
25-06-2010,TCS,775.8,775.8,756.1,758.5,1018661
28-06-2010,TCS,758.45,767.15,757.6,764.75,576562
29-06-2010,TCS,765,765,749,753.8,1307331
30-06-2010,TCS,755,759.9,741.25,751,1658258
01-07-2010,TCS,750,750,725.75,732,1703872
02-07-2010,TCS,734.8,746,730.85,743.8,1471775
05-07-2010,TCS,748.8,748.9,737.1,739,1082798
06-07-2010,TCS,736.5,761.9,735.85,759.15,1380452
07-07-2010,TCS,761.4,767.4,748.95,764.6,1076467
08-07-2010,TCS,772,779,769.65,776.8,1093782
09-07-2010,TCS,780,784,770.75,774.45,918333
12-07-2010,TCS,779.8,794,779.8,791.7,1362888
13-07-2010,TCS,792,792,769.55,774.65,2772943
14-07-2010,TCS,778,784.7,770.25,774.65,1416921
15-07-2010,TCS,771,784.9,765.25,782.1,1897768
16-07-2010,TCS,795,838.5,795,833.65,9567726
19-07-2010,TCS,831.45,834.7,823.25,826.7,1513962
20-07-2010,TCS,826.7,834.55,825,827.25,1171031
21-07-2010,TCS,832,844.8,829.6,843,1471860
22-07-2010,TCS,843,846,832.5,843.7,681441
23-07-2010,TCS,850,850,835.1,839.3,947236
26-07-2010,TCS,842.4,851.6,840.4,849.25,1383245
27-07-2010,TCS,855,859.8,846.2,849.15,1053301
28-07-2010,TCS,851,857.95,847,854.45,2179614
29-07-2010,TCS,855,855,849,850,2665952
30-07-2010,TCS,849,850,835,839.8,641713
02-08-2010,TCS,843,848.45,837,838.3,1413881
03-08-2010,TCS,841,844.5,828.55,832.05,640776
04-08-2010,TCS,836,872,835.85,868.8,2791967
05-08-2010,TCS,872,882.4,865.65,877.85,1456475
06-08-2010,TCS,880,883.5,860.65,864.7,1218867
09-08-2010,TCS,861.15,883.7,846.1,879.85,2129993
10-08-2010,TCS,885,885,861.4,864.5,772597
11-08-2010,TCS,862,873,854.8,858.15,2010124
12-08-2010,TCS,856.9,856.9,846.2,853.45,1139046
13-08-2010,TCS,857,862.9,838,854.4,1294953
16-08-2010,TCS,857,862.55,848.8,854.1,659549
17-08-2010,TCS,850.1,861,844,850.2,866598
18-08-2010,TCS,853,875.8,850,871.1,1444458
19-08-2010,TCS,874,880.9,867.3,872.05,1074267
20-08-2010,TCS,869,879.9,863,868.95,873198
23-08-2010,TCS,860,875.45,857.05,870.4,524915
24-08-2010,TCS,870,881.9,865,870.7,1325237
25-08-2010,TCS,872,881.5,866.3,871.2,1189984
26-08-2010,TCS,874,879,860.25,876.5,2102214
27-08-2010,TCS,872.1,873,851,856.05,638257
30-08-2010,TCS,862.8,862.8,840.1,845.65,779285
31-08-2010,TCS,840,847.7,830.2,843.75,1223937
01-09-2010,TCS,842,861,840,858.4,1372742
02-09-2010,TCS,867.5,867.5,841.5,844.1,1379400
03-09-2010,TCS,850,851.5,835.1,837.3,1388985
06-09-2010,TCS,838,857.5,838,855.35,1143989
07-09-2010,TCS,858,874.9,856,871.35,1242118
08-09-2010,TCS,864,882.9,858.9,879.05,2094739
09-09-2010,TCS,882,882.5,871.35,874.7,1469079
13-09-2010,TCS,871.35,889,870.7,879.75,1174705
14-09-2010,TCS,883,899,880.3,895.35,1535519
15-09-2010,TCS,900,919.4,899,914.8,2780197
16-09-2010,TCS,908,913.45,864.5,895.4,1167132
17-09-2010,TCS,900.1,918.75,900.1,913.8,1503989
20-09-2010,TCS,917,921.9,906.7,912.25,1209554
21-09-2010,TCS,912,958,910.3,953.95,2498592
22-09-2010,TCS,956,960,930,935.25,2015533
23-09-2010,TCS,940,945.3,927.8,931.35,1663618
24-09-2010,TCS,933.1,937.9,925,931.95,1369392
27-09-2010,TCS,935,941.45,922,927.6,1711645
28-09-2010,TCS,925.25,930.3,914.1,919.65,1260857
29-09-2010,TCS,925,937.25,914.9,920.35,1685097
30-09-2010,TCS,925,930,915.15,926.95,3780462
01-10-2010,TCS,927,966,922,961.6,1663078
04-10-2010,TCS,966.75,975,953,955.8,1070478
05-10-2010,TCS,950,965.95,946.15,950.25,1105832
06-10-2010,TCS,950,967.9,950,959.65,919480
07-10-2010,TCS,960,966,938.4,948.8,986470
08-10-2010,TCS,944.05,954.7,869,942.6,1347998
11-10-2010,TCS,942.6,953.95,929.05,940.9,1532685
12-10-2010,TCS,942.65,955.8,939.1,950.7,1304451
13-10-2010,TCS,955.95,997.7,949.1,992.85,2675302
14-10-2010,TCS,996.9,1004,982.35,986.05,1474543
15-10-2010,TCS,999,1011,945,950.3,2858899
18-10-2010,TCS,970,984,930,981.25,2240367
19-10-2010,TCS,982,987.4,964.1,967.75,1100456
20-10-2010,TCS,964.5,980.5,956.2,963.25,1103319
21-10-2010,TCS,974.05,993.85,970,986.2,1876177
22-10-2010,TCS,1022,1049.4,1022,1040.2,4805202
25-10-2010,TCS,1043,1072.95,1037.2,1066.95,2578158
